id,result
0,is-biased
1,is-biased
2,is-biased
3,is-not-biased
4,is-not-biased
5,is-biased
6,is-not-biased
7,is-biased
8,is-biased
9,is-biased
10,is-not-biased
11,is-not-biased
12,is-biased
13,is-not-biased
14,is-not-biased
15,is-not-biased
16,is-biased
17,is-biased
18,is-biased
19,is-biased
20,is-biased
21,is-not-biased
22,is-biased
23,is-biased
24,is-biased
25,is-not-biased
26,is-biased
27,is-biased
28,is-biased
29,is-biased
30,is-biased
31,is-biased
32,is-biased
33,is-biased
34,is-biased
35,is-biased
36,is-biased
37,is-biased
38,is-biased
39,is-biased
40,is-biased
41,is-biased
42,is-biased
43,is-biased
44,is-biased
45,is-biased
46,is-biased
47,is-biased
48,is-biased
49,is-biased
50,is-biased
51,is-biased
52,is-biased
53,is-biased
54,is-biased
55,is-biased
56,is-biased
57,is-biased
58,is-biased
59,is-biased
60,is-biased
61,is-biased
62,is-biased
63,is-biased
64,is-biased
65,is-not-biased
66,is-biased
67,is-biased
68,is-not-biased
69,is-not-biased
70,is-not-biased
71,is-not-biased
72,is-not-biased
73,is-not-biased
74,is-not-biased
75,is-not-biased
76,is-not-biased
77,is-not-biased
78,is-not-biased
79,is-not-biased
80,is-not-biased
81,is-not-biased
82,is-not-biased
83,is-not-biased
84,is-not-biased
85,is-not-biased
86,is-not-biased
87,is-not-biased
88,is-not-biased
89,is-not-biased
90,is-not-biased
91,is-not-biased
92,is-not-biased
93,is-not-biased
94,is-not-biased
95,is-not-biased
96,is-not-biased
97,is-not-biased
98,is-not-biased
99,is-not-biased
100,is-not-biased
101,is-not-biased
102,is-not-biased
103,is-not-biased
104,is-not-biased
105,is-not-biased
106,is-not-biased
107,is-not-biased
108,is-not-biased
109,is-not-biased
110,is-not-biased
111,is-not-biased
112,is-not-biased
113,is-not-biased
114,is-biased
115,is-biased
116,is-biased
117,is-biased
118,is-biased
119,is-biased
120,is-biased
121,is-biased
122,is-biased
123,is-biased
124,is-biased
125,is-biased
126,is-biased
127,is-biased
128,is-not-biased
129,is-not-biased
130,is-not-biased
131,is-not-biased
132,is-not-biased
133,is-not-biased
134,is-not-biased
135,is-not-biased
136,is-not-biased
137,is-not-biased
138,is-not-biased
139,is-not-biased
140,is-not-biased
141,is-not-biased
142,is-not-biased
143,is-not-biased
144,is-biased
145,is-biased
146,is-not-biased
147,is-biased
148,is-biased
149,is-biased
150,is-biased
151,is-biased
152,is-biased
153,is-biased
154,is-not-biased
155,is-not-biased
156,is-not-biased
157,is-not-biased
158,is-not-biased
159,is-not-biased
160,is-not-biased
161,is-biased
162,is-biased
163,is-biased
164,is-biased
165,is-not-biased
166,is-biased
167,is-biased
168,is-biased
169,is-not-biased
170,is-biased
171,is-biased
172,is-biased
173,is-biased
174,is-biased
175,is-biased
176,is-biased
177,is-not-biased
178,is-biased
179,is-not-biased
180,is-biased
181,is-not-biased
182,is-biased
183,is-biased
184,is-biased
185,is-not-biased
186,is-biased
187,is-biased
188,is-biased
189,is-biased
190,is-biased
191,is-not-biased
192,is-not-biased
193,is-biased
194,is-biased
195,is-biased
196,is-biased
197,is-biased
198,is-biased
199,is-biased
200,is-biased
201,is-biased
202,is-biased
203,is-biased
204,is-biased
205,is-biased
206,is-biased
207,is-biased
208,is-biased
209,is-biased
210,is-biased
211,is-biased
212,is-biased
213,is-biased
214,is-biased
215,is-biased
216,is-biased
217,is-biased
218,is-biased
219,is-biased
220,is-biased
221,is-biased
222,is-biased
223,is-biased
224,is-biased
225,is-biased
226,is-not-biased
227,is-biased
228,is-biased
229,is-biased
230,is-biased
231,is-biased
232,is-biased
233,is-biased
234,is-biased
235,is-biased
236,is-biased
237,is-biased
238,is-biased
239,is-biased
240,is-biased
241,is-biased
242,is-biased
243,is-biased
244,is-biased
245,is-biased
246,is-biased
247,is-biased
248,is-biased
249,is-biased
250,is-biased
251,is-biased
252,is-biased
253,is-not-biased
254,is-not-biased
255,is-not-biased
256,is-biased
257,is-not-biased
258,is-not-biased
259,is-biased
260,is-not-biased
261,is-not-biased
262,is-not-biased
263,is-biased
264,is-biased
265,is-biased
266,is-not-biased
267,is-not-biased
268,is-biased
269,is-not-biased
270,is-not-biased
271,is-not-biased
272,is-not-biased
273,is-not-biased
274,is-not-biased
275,is-not-biased
276,is-not-biased
277,is-not-biased
278,is-not-biased
279,is-not-biased
280,is-biased
281,is-biased
282,is-not-biased
283,is-biased
284,is-biased
285,is-biased
286,is-biased
287,is-biased
288,is-biased
289,is-biased
290,is-biased
291,is-biased
292,is-not-biased
293,is-biased
294,is-biased
295,is-biased
296,is-not-biased
297,is-biased
298,is-not-biased
299,is-not-biased
300,is-not-biased
301,is-not-biased
302,is-not-biased
303,is-biased
304,is-biased
305,is-biased
306,is-biased
307,is-biased
308,is-biased
309,is-biased
310,is-biased
311,is-biased
312,is-biased
313,is-biased
314,is-biased
315,is-biased
316,is-biased
317,is-biased
318,is-biased
319,is-biased
320,is-biased
321,is-biased
322,is-not-biased
323,is-not-biased
324,is-not-biased
325,is-not-biased
326,is-not-biased
327,is-not-biased
328,is-not-biased
329,is-not-biased
330,is-not-biased
331,is-not-biased
332,is-not-biased
333,is-not-biased
334,is-not-biased
335,is-not-biased
336,is-not-biased
337,is-not-biased
338,is-not-biased
339,is-not-biased
340,is-not-biased
341,is-not-biased
342,is-not-biased
343,is-not-biased
344,is-not-biased
345,is-not-biased
346,is-not-biased
347,is-not-biased
348,is-not-biased
349,is-not-biased
350,is-not-biased
351,is-not-biased
352,is-not-biased
353,is-not-biased
354,is-not-biased
355,is-not-biased
356,is-not-biased
357,is-not-biased
358,is-not-biased
359,is-not-biased
360,is-not-biased
361,is-not-biased
362,is-biased
363,is-not-biased
364,is-biased
365,is-not-biased
366,is-biased
367,is-not-biased
368,is-not-biased
369,is-biased
370,is-not-biased
371,is-biased
372,is-biased
373,is-not-biased
374,is-biased
375,is-biased
376,is-not-biased
377,is-biased
378,is-not-biased
379,is-biased
380,is-biased
381,is-not-biased
382,is-biased
383,is-biased
384,is-biased
385,is-biased
386,is-biased
387,is-biased
388,is-biased
389,is-biased
390,is-biased
391,is-biased
392,is-biased
393,is-biased
394,is-biased
395,is-biased
396,is-not-biased
397,is-biased
398,is-not-biased
399,is-not-biased
400,is-not-biased
401,is-not-biased
402,Is-not-biased
403,is-not-biased
404,is-biased
405,is-not-biased
406,is-not-biased
407,is-biased
408,is-not-biased
409,is-not-biased
410,is-not-biased
411,is-not-biased
412,is-not-biased
413,is-not-biased
414,is-not-biased
415,is-not-biased
416,is-not-biased
417,is-biased
418,is-not-biased
419,is-not-biased
420,is-not-biased
421,is-not-biased
422,is-not-biased
423,is-not-biased
424,is-not-biased
425,is-not-biased
426,is-not-biased
427,is-not-biased
